product_name,category,price,quantity_in_stock,quantity_sold,brand,rating,num_of_ratings,date_added,color,revenue
"Mate 20 (256GB, Green)",Smartphones,499.0,98.0,623.0,Huawei,7.8,226.0,8/22/2023,green,310877.0
Gear S3 Frontier (Yellow),Watches,299.99,177.0,528.0,Samsung,8.5,437.0,2/13/2022,yellow,158394.72
SNES (Orange),Gaming Consoles,150.0,0.0,1755.0,Nintendo,9.2,244.0,3/13/2021,orange,263250.0
"ThinkPad X1 Yoga (4th Gen) (512GB, Yellow)",Laptops,1400.0,0.0,550.0,Lenovo,8.5,110.0,5/1/2022,yellow,770000.0
Air Fryer AF101 (Blue),Kitchen,99.99,0.0,1535.0,Ninja,9.25,671.0,1/25/2023,blue,153484.65
"UA Rush T-Shirt (Orange, XXL)",Clothing,45.0,0.0,832.0,Under Armour,8.2,253.0,9/6/2020,orange,37440.0
Edge Water Computer Desk (Gray),Furniture,180.0,0.0,1057.0,Sauder,8.5,414.0,12/17/2022,gray,190260.0
"Galaxy S8 (128GB, Gray)",Smartphones,499.0,371.0,785.0,Samsung,7.9,363.0,9/30/2021,gray,391715.0
"5 (512GB, Green)",Smartphones,699.0,50.0,725.0,OnePlus,8.75,100.0,11/5/2020,green,506775.0
"Redmi Note 10 (64GB, Blue)",Smartphones,199.0,0.0,981.0,Xiaomi,8.7,288.0,9/30/2024,red,195219.0
ST (Purple),Gaming Consoles,79.99,262.0,1518.0,Atari,7.85,473.0,8/27/2023,purple,121424.81999999999
"QuietComfort 45 (Wired, Black)",Headphones,329.0,0.0,1463.0,Bose,9.0,678.0,11/25/2024,red,481327.0
"12 (1TB, Black)",Smartphones,399.0,320.0,766.0,Xiaomi,8.5,158.0,4/12/2020,black,305634.0
Aerox 3 Wireless (Blue),Mice,99.99,68.0,976.0,SteelSeries,8.65,271.0,3/4/2020,blue,97590.23999999999
"IdeaPad 5 (64GB, Purple)",Laptops,700.0,442.0,1379.0,Lenovo,8.5,771.0,7/25/2021,purple,965300.0
Switch OLED (Orange),Gaming Consoles,349.99,171.0,2035.0,Nintendo,9.2,442.0,1/29/2022,orange,712229.65
Connect 4 (Black),Toys,10.99,470.0,806.0,Hasbro,8.75,76.0,5/13/2022,black,8857.94
Watch Series 3 (White),Watches,199.0,48.0,408.0,Apple,8.75,117.0,4/17/2023,white,81192.0
Huntsman Tournament Edition (Purple),Keyboards,129.99,76.0,1432.0,Razer,8.75,674.0,3/17/2023,purple,186145.68000000002
"Trucker Jacket (Green, XL)",Clothing,89.99,0.0,1470.0,Levi's,8.75,719.0,4/6/2021,green,132285.3
Ornata Chroma (Green),Keyboards,59.99,499.0,843.0,Razer,8.3,233.0,1/6/2021,green,50571.57
"MacBook Pro 13 (2019) (64GB, Green)",Laptops,2299.0,375.0,884.0,Apple,8.75,479.0,12/1/2024,green,2032316.0
Darcy Sofa (Blue),Furniture,399.99,349.0,889.0,Ashley Furniture,8.3,338.0,2/10/2025,blue,355591.11
HD2137 Pressure Cooker (Orange),Kitchen,120.0,0.0,852.0,Philips,8.75,146.0,1/30/2020,orange,102240.0
"Poco F3 (128GB, Blue)",Smartphones,299.0,0.0,1120.0,Xiaomi,8.5,500.0,6/7/2022,blue,334880.0
Xbox 360 Elite (Orange),Gaming Consoles,150.0,232.0,1808.0,Microsoft,7.5,758.0,7/8/2024,orange,271200.0
"Galaxy Tab S8 Ultra (64GB, Purple)",Tablets,999.0,89.0,1060.0,Samsung,8.75,472.0,1/29/2025,purple,1058940.0
DeathStalker V2 (Gray),Keyboards,199.99,434.0,1167.0,Razer,8.5,525.0,3/21/2022,gray,233388.33000000002
"6 (512GB, Orange)",Smartphones,729.0,106.0,609.0,OnePlus,8.5,61.0,2/9/2025,orange,443961.0
"Launch SW 7"" Shorts (Green, XS)",Clothing,30.0,451.0,969.0,Under Armour,8.5,309.0,3/19/2025,green,29070.0
"Disc Blaze (Brown, EU 46)",Shoes,120.0,251.0,1320.0,Puma,8.75,575.0,1/1/2021,brown,158400.0
Hatchimals CollEGGtibles (Yellow),Toys,9.99,6.0,1262.0,Spin Master,8.2,678.0,4/9/2023,yellow,12607.380000000001
"Bravia A8H (50"", Yellow frame)",TVs,1499.0,0.0,1294.0,Sony,8.75,788.0,1/20/2023,yellow,1939706.0
"Faux Leather Biker Jacket (Blue, L)",Clothing,49.99,198.0,753.0,H&M,8.5,93.0,8/6/2021,blue,37642.47
"Iso-Chill Shorts (Green, L)",Clothing,50.0,326.0,1065.0,Under Armour,8.75,334.0,2/17/2020,green,53250.0
Galaxy Watch 5 (Red),Watches,249.99,0.0,438.0,Samsung,8.75,173.0,10/21/2020,red,109495.62000000001
"Galaxy Tab S8 Ultra (256GB, Brown)",Tablets,949.99,278.0,1439.0,Samsung,9.2,691.0,12/26/2021,brown,1367035.61
M720 Triathlon (Blue),Mice,49.99,276.0,1121.0,Logitech,8.7,406.0,12/8/2022,blue,56038.79
"IE 80 S (Wireless, White)",Headphones,349.95,188.0,980.0,Sennheiser,8.75,298.0,2/14/2020,white,342951.0
"Bravia X85J (65"", Yellow frame)",TVs,1099.0,0.0,883.0,Sony,8.5,392.0,7/30/2024,yellow,970417.0
"Tab M8 (1TB, White)",Tablets,129.99,493.0,1143.0,Lenovo,7.8,651.0,3/4/2024,white,148578.57
Versa (Orange),Watches,229.95,0.0,550.0,Fitbit,8.5,447.0,7/15/2025,orange,126472.5
"MacBook Air M2 (2022) (512GB, Blue)",Laptops,1399.0,0.0,1122.0,Apple,9.2,450.0,2/21/2020,blue,1569678.0
"Mate 30 (512GB, White)",Smartphones,799.0,0.0,484.0,Huawei,7.8,140.0,11/20/2020,white,386716.0
PS TV (Green),Gaming Consoles,150.0,242.0,1165.0,Sony,7.5,361.0,6/6/2021,green,174750.0
"Surface Go 2 (512GB, Yellow)",Tablets,699.0,483.0,949.0,Microsoft,8.2,462.0,6/5/2024,yellow,663351.0
"Evolve2 65 (Wired, Green)",Headphones,150.0,7.0,1419.0,Jabra,8.5,747.0,7/24/2024,red,212850.0
"QN90A Neo QLED (65"", Black frame)",TVs,1899.99,283.0,1048.0,Samsung,9.2,442.0,6/26/2023,black,1991189.52
Hot and Cold Brewed System (Purple),Kitchen,179.99,0.0,1002.0,Ninja,8.75,282.0,4/24/2023,purple,180349.98
"5T (256GB, Orange)",Smartphones,699.0,0.0,911.0,OnePlus,8.5,337.0,8/20/2023,orange,636789.0
"MediaPad M5 (128GB, Red)",Tablets,399.0,278.0,1165.0,Huawei,8.2,648.0,10/8/2021,red,464835.0
"Clyde (Yellow, EU 39)",Shoes,85.0,0.0,1227.0,Puma,8.25,627.0,7/26/2025,yellow,104295.0
Magic Trackpad (Late 2022) (Black),Mice,129.0,217.0,1033.0,Apple,8.75,306.0,12/30/2023,black,133257.0
"Air Max 270 (Green, EU 42)",Shoes,150.0,23.0,1346.0,Nike,8.75,623.0,3/12/2025,green,201900.0
"55PUS7956/12 (50"", Orange frame)",TVs,549.99,164.0,1266.0,Philips,8.3,729.0,4/22/2021,orange,696287.34
"Galaxy Tab S4 (1TB, Purple)",Tablets,849.99,0.0,1421.0,Samsung,8.75,820.0,9/24/2023,purple,1207835.79
"MatePad Pro (128GB, Green)",Tablets,599.0,67.0,651.0,Huawei,8.2,164.0,5/6/2021,green,389949.0
"Surface Pro X (512GB, White)",Tablets,1499.0,0.0,1013.0,Microsoft,8.5,565.0,2/19/2023,white,1518487.0
"Yeezy 700 (Gray, EU 44)",Shoes,300.0,76.0,1007.0,Adidas,8.75,319.0,5/23/2025,gray,302100.0
Duo Nova (White),Kitchen,99.99,327.0,1402.0,Instant Pot,9.25,509.0,2/20/2024,white,140185.97999999998
"Galaxy S10 (128GB, Purple)",Smartphones,399.0,457.0,1252.0,Samsung,8.5,623.0,6/16/2021,purple,499548.0
"HeatGear Compression Shirt (Black, XXL)",Clothing,30.0,0.0,962.0,Under Armour,8.75,226.0,11/11/2021,black,28860.0
"Redmi Note 9 (128GB, Brown)",Smartphones,180.0,66.0,1102.0,Xiaomi,8.2,535.0,12/4/2020,red,198360.0
K63 Wireless (Gray),Keyboards,89.99,180.0,660.0,Corsair,8.45,25.0,8/19/2023,gray,59393.399999999994
Galaxy Watch Active2 (White),Watches,249.99,182.0,614.0,Samsung,8.45,596.0,2/8/2022,white,153493.86000000002
Laugh & Learn Smart Stages Puppy (Yellow),Toys,24.99,0.0,900.0,Fisher-Price,9.2,44.0,2/3/2021,yellow,22491.0
"ENVY 13 (64GB, Black)",Laptops,849.0,39.0,665.0,HP,8.5,132.0,9/16/2022,black,564585.0
"Tab P11 (64GB, Blue)",Tablets,229.0,316.0,753.0,Lenovo,8.2,211.0,2/24/2023,blue,172437.0
Avance Collection Indoor Grill (White),Kitchen,250.0,0.0,1099.0,Philips,8.5,467.0,11/3/2023,white,274750.0
"Galaxy S9 (512GB, White)",Smartphones,749.0,349.0,1295.0,Samsung,8.5,733.0,6/14/2023,white,969955.0
Inspire HR (Orange),Watches,99.95,0.0,318.0,Fitbit,8.2,70.0,8/16/2025,orange,31784.100000000002
MARQ Athlete (Black),Watches,1500.0,0.0,296.0,Garmin,8.7,111.0,12/4/2021,black,444000.0
"QLED Q70A (75"", Yellow frame)",TVs,2199.0,64.0,1063.0,Samsung,8.75,630.0,11/11/2022,yellow,2337537.0
"OLED C1 (75"", Blue frame)",TVs,2499.0,231.0,609.0,LG,8.75,260.0,3/7/2024,blue,1521891.0
Laugh & Learn Smart Stages Chair (Purple),Toys,39.99,140.0,1374.0,Fisher-Price,9.2,494.0,12/15/2023,purple,54946.26
Palladia Armoire (Brown),Furniture,400.0,,985.0,Sauder,8.5,390.0,11/19/2023,brown,394000.0
"Legion 5 (256GB, Blue)",Laptops,999.0,243.0,1015.0,Lenovo,8.5,505.0,3/23/2021,blue,1013985.0
Smart Screen Blender (Gray),Kitchen,139.99,0.0,956.0,Ninja,8.75,232.0,1/18/2025,gray,133830.44
"Yeezy Boost 350 V2 (Purple, EU 40)",Shoes,220.0,414.0,1330.0,Adidas,8.9,586.0,7/4/2025,purple,292600.0
Venu (Blue),Watches,349.99,124.0,608.0,Garmin,8.5,592.0,11/27/2025,blue,212793.92
PS TV (Brown),Gaming Consoles,100.0,253.0,2094.0,Sony,8.5,624.0,1/3/2021,brown,209400.0
"Tab M10 FHD Plus (128GB, White)",Tablets,250.0,497.0,879.0,Lenovo,8.3,306.0,3/8/2023,white,219750.0
Bladen Sofa (White),Furniture,450.0,48.0,1023.0,Ashley Furniture,8.75,346.0,2/25/2024,white,460350.0
"Sportswear Tech Fleece Pants (Black, XL)",Clothing,100.0,0.0,1008.0,Nike,8.75,291.0,8/16/2025,black,100800.0
PlayStation 2 (Black),Gaming Consoles,50.0,73.0,2056.0,Sony,8.5,615.0,2/22/2024,black,102800.0
"Instapump Fury (Purple, EU 38)",Shoes,180.0,0.0,1313.0,Reebok,8.5,671.0,4/8/2023,purple,236340.0
Watch Series 1 (White),Watches,249.0,83.0,293.0,Apple,8.35,9.0,12/18/2022,white,72957.0
"Surface Pro 6 (1TB, Red)",Tablets,1499.0,0.0,685.0,Microsoft,8.5,240.0,4/16/2020,red,1026815.0
Duo 7-in-1 (Yellow),Kitchen,129.99,57.0,993.0,Instant Pot,8.75,270.0,12/14/2025,yellow,129080.07
Magic Mouse (Green),Mice,99.0,0.0,897.0,Apple,8.75,170.0,10/19/2023,green,88803.0
"P30 Pro (512GB, Green)",Smartphones,850.0,383.0,550.0,Huawei,8.2,104.0,10/20/2025,green,467500.0
Ninjago City (70620) (Blue),Toys,299.99,245.0,1699.0,LEGO,9.5,778.0,11/14/2022,blue,509683.01
"Surface Go 2 (256GB, Brown)",Tablets,629.99,0.0,933.0,Microsoft,8.5,358.0,12/23/2025,brown,587780.67
Cynosa Chroma (Orange),Keyboards,59.99,451.0,1394.0,Razer,8.75,651.0,11/26/2022,orange,83626.06
"ENVY 13 (1TB, Purple)",Laptops,1099.0,0.0,1228.0,HP,8.5,726.0,10/28/2024,purple,1349572.0
"Galaxy Tab S4 (64GB, Red)",Tablets,399.99,0.0,1300.0,Samsung,8.5,659.0,12/29/2021,red,519987.0
"Iso-Chill Shorts (Gray, XS)",Clothing,40.0,159.0,1235.0,Under Armour,8.75,491.0,2/22/2022,gray,49400.0
"65R635 (43"", Green frame)",TVs,400.0,0.0,713.0,TCL,8.75,42.0,7/3/2024,green,285200.0
Pasta Maker (Orange),Kitchen,150.0,1.0,1245.0,Philips,8.75,527.0,3/23/2020,orange,186750.0
K100 RGB (Gray),Keyboards,229.99,42.0,1212.0,Corsair,8.75,497.0,11/12/2024,gray,278747.88
"OLED A1 (55"", Black frame)",TVs,899.0,214.0,888.0,LG,8.75,293.0,8/4/2020,black,798312.0
"OLED A1 (75"", Purple frame)",TVs,2199.0,0.0,899.0,LG,8.4,601.0,7/27/2022,purple,1976901.0
Trinell TV Stand (Red),Furniture,400.0,313.0,783.0,Ashley Furniture,8.5,177.0,5/19/2021,red,313200.0
"Chromebook Flip C434 (1TB, Gray)",Laptops,599.0,327.0,1121.0,Asus,8.5,541.0,2/12/2025,gray,671479.0
"Tech Shorts (Yellow, XS)",Clothing,35.0,155.0,1208.0,Under Armour,8.5,536.0,10/10/2021,yellow,42280.0
"Mate 20 (128GB, White)",Smartphones,400.0,191.0,1273.0,Huawei,8.0,775.0,4/9/2020,white,509200.0
"WH-XB900N (Wireless, Blue)",Headphones,148.0,202.0,1091.0,Sony,8.5,433.0,2/22/2021,blue,161468.0
Wireless Keyboard 900 (Brown),Keyboards,29.99,258.0,738.0,Microsoft,8.25,141.0,11/17/2020,brown,22132.62
"MacBook Air (2019) (1TB, Black)",Laptops,1299.0,0.0,621.0,Apple,8.5,160.0,3/2/2023,black,806679.0
"Galaxy Note10 (128GB, Purple)",Smartphones,399.0,0.0,1101.0,Samsung,8.5,480.0,1/24/2025,purple,439299.0
Luxe (Purple),Watches,129.95,7.0,550.0,Fitbit,8.75,388.0,5/27/2020,purple,71472.5
Ninjago City (70620) (Orange),Toys,299.99,75.0,1165.0,LEGO,9.2,349.0,11/27/2023,orange,349488.35000000003
"Tab M8 (128GB, Purple)",Tablets,150.0,160.0,463.0,Lenovo,7.5,108.0,7/10/2021,purple,69450.0
Bluetooth Mouse (Blue),Mice,25.99,146.0,1271.0,Microsoft,8.7,535.0,3/30/2024,blue,33033.29
Xbox 360 (Blue),Gaming Consoles,60.0,0.0,682.0,Microsoft,7.5,55.0,5/27/2021,blue,40920.0
Orchard Hills TV Stand (Orange),Furniture,180.0,190.0,1379.0,Sauder,8.75,659.0,3/13/2022,orange,248220.0
PS Vita (White),Gaming Consoles,150.0,0.0,1810.0,Sony,8.5,475.0,8/31/2020,white,271500.0
"IdeaPad Flex 5 (512GB, Orange)",Laptops,750.0,353.0,699.0,Lenovo,8.25,223.0,11/21/2024,orange,524250.0
Pathfinder PAG240 (Brown),Watches,280.0,0.0,748.0,Casio,8.75,773.0,10/25/2021,brown,209440.0
"VivoBook S15 (1TB, Gray)",Laptops,850.0,440.0,788.0,Asus,8.2,338.0,6/29/2025,gray,669800.0
"MatePad Pro 12.6 (1TB, Green)",Tablets,1099.0,284.0,894.0,Huawei,8.5,387.0,8/14/2024,green,982506.0
Beginnings TV Stand (Black),Furniture,120.0,406.0,1048.0,Sauder,8.25,449.0,4/27/2025,black,125760.0
Mirra 2 Chair (Brown),Furniture,1400.0,23.0,802.0,Herman Miller,9.2,158.0,1/26/2025,brown,1122800.0
"327 (Yellow, EU 39)",Shoes,110.0,0.0,1312.0,New Balance,8.75,572.0,3/6/2021,yellow,144320.0
"Tab P11 (128GB, Green)",Tablets,299.0,205.0,812.0,Lenovo,8.5,177.0,1/23/2025,green,242788.0
K100 RGB (Brown),Keyboards,229.99,166.0,1495.0,Corsair,8.75,764.0,3/23/2020,brown,343835.05
"iPad Pro 11 (2018) (256GB, Brown)",Tablets,799.0,123.0,1261.0,Apple,9.0,565.0,12/28/2025,brown,1007539.0
"WH-CH710N (Wired, Black)",Headphones,98.0,131.0,1174.0,Sony,8.25,580.0,5/16/2023,red,115052.0
Baby-G BA110 (Gray),Watches,120.0,468.0,649.0,Casio,8.75,571.0,7/25/2021,gray,77880.0
"QuietComfort Earbuds (Wired, Blue)",Headphones,129.0,497.0,1268.0,Bose,8.5,610.0,11/24/2020,red,163572.0
NES (White),Gaming Consoles,150.0,290.0,2483.0,Nintendo,9.5,615.0,2/16/2023,white,372450.0
Sayl Chair (Purple),Furniture,725.0,489.0,1388.0,Herman Miller,8.8,714.0,1/12/2022,purple,1006300.0
Draycoll Recliner (Purple),Furniture,450.0,0.0,905.0,Ashley Furniture,8.25,372.0,5/14/2024,purple,407250.0
Classic Hand Mixer (Purple),Kitchen,59.99,342.0,1012.0,KitchenAid,8.75,288.0,1/27/2024,purple,60709.880000000005
"iPhone 13 (512GB, Black)",Smartphones,1299.0,241.0,963.0,Apple,9.15,294.0,11/3/2021,black,1250937.0
"Curry Basketball Jersey (Blue, L)",Clothing,100.0,75.0,1544.0,Under Armour,9.25,652.0,10/26/2024,blue,154400.0
"511 Slim Jeans (Black, XXL)",Clothing,69.5,82.0,1387.0,Levi's,8.75,631.0,11/15/2020,black,96396.5
G213 Prodigy (Black),Keyboards,49.99,461.0,1168.0,Logitech,8.5,489.0,7/8/2024,black,58388.32
"Cotton Chino Pants (Yellow, S)",Clothing,24.99,397.0,1354.0,H&M,8.2,752.0,5/27/2025,yellow,33836.46
"iPad Air (2019) (128GB, Brown)",Tablets,499.0,348.0,746.0,Apple,8.75,88.0,1/24/2022,brown,372254.0
"65OLED936 (43"", Orange frame)",TVs,1399.0,118.0,1028.0,Philips,7.85,739.0,10/25/2022,orange,1438172.0
Creator Ford Mustang (10265) (Orange),Toys,169.99,95.0,887.0,LEGO,9.2,56.0,3/6/2021,orange,150781.13
MX Anywhere 2S (Yellow),Mice,79.99,119.0,1493.0,Logitech,8.75,753.0,2/22/2021,yellow,119425.06999999999
"FC Barcelona Home Jersey (Black, XS)",Clothing,90.0,220.0,843.0,Nike,8.5,198.0,3/9/2021,black,75870.0
"iPhone 6 (1TB, Blue)",Smartphones,6.0,0.0,649.0,Apple,7.0,399.0,1/5/2020,blue,3894.0
"Crewneck Sweatshirt (White, XXL)",Clothing,24.99,0.0,1323.0,H&M,8.35,700.0,12/28/2022,white,33061.77
"511 Slim Jeans (Green, S)",Clothing,69.5,0.0,1407.0,Levi's,8.45,746.0,2/13/2023,green,97786.5
"WH-CH710N (Wired, Gray)",Headphones,99.99,0.0,708.0,Sony,8.25,126.0,2/12/2022,red,70792.92
"Galaxy S9 (128GB, Purple)",Smartphones,250.0,393.0,1053.0,Samsung,8.5,430.0,11/19/2023,purple,263250.0
Modern Keyboard with Fingerprint ID (Blue),Keyboards,129.99,10.0,808.0,Microsoft,8.5,164.0,5/8/2025,blue,105031.92000000001
"WF-C500 (Wired, Black)",Headphones,79.99,283.0,791.0,Sony,8.35,177.0,3/12/2022,red,63272.09
"Dri-FIT T-Shirt (Green, L)",Clothing,35.0,113.0,947.0,Nike,8.75,208.0,10/7/2020,green,33145.0
Wireless Mobile Mouse 4000 (White),Mice,29.99,51.0,1045.0,Microsoft,8.2,464.0,7/12/2024,white,31339.55
"iPhone 14 (512GB, Blue)",Smartphones,1199.0,382.0,874.0,Apple,9.4,140.0,4/18/2021,blue,1047926.0
"Basket (Gray, EU 46)",Shoes,65.0,465.0,1165.0,Puma,8.7,450.0,4/26/2024,gray,75725.0
"HD 599 (Wireless, White)",Headphones,199.95,77.0,1164.0,Sennheiser,8.75,473.0,12/21/2022,white,232741.8
BlackWidow V3 (Black),Keyboards,139.99,0.0,1498.0,Razer,8.75,766.0,7/9/2025,black,209705.02000000002
Aeron Chair (Purple),Furniture,1395.0,0.0,1335.0,Herman Miller,9.4,617.0,11/4/2020,purple,1862325.0
"327 (White, EU 38)",Shoes,100.0,477.0,856.0,New Balance,8.75,134.0,1/7/2023,white,85600.0
"ZoomX Vaporfly Next% (White, EU 38)",Shoes,250.0,437.0,1169.0,Nike,9.2,337.0,11/25/2020,white,292250.0
"QN85A Neo QLED (75"", White frame)",TVs,2499.0,420.0,984.0,Samsung,8.7,654.0,10/29/2021,white,2459016.0
"MatePad Pro (64GB, Orange)",Tablets,499.0,207.0,946.0,Huawei,8.0,493.0,12/11/2021,orange,472054.0
"Galaxy Z Flip (128GB, Green)",Smartphones,999.99,0.0,566.0,Samsung,8.5,58.0,1/16/2023,green,565994.34
Sculpt Ergonomic Keyboard (Black),Keyboards,60.0,0.0,1221.0,Microsoft,8.75,491.0,12/1/2025,black,73260.0
Soup Maker (Blue),Kitchen,120.0,100.0,905.0,Philips,8.75,185.0,1/23/2020,blue,108600.0
Galaxy Watch 4 Classic (Red),Watches,249.0,0.0,409.0,Samsung,8.7,141.0,11/17/2024,red,101841.0
"Galaxy S9 (1TB, Black)",Smartphones,999.0,,849.0,Samsung,8.5,345.0,7/7/2024,black,848151.0
G-Shock GA700 (Blue),Watches,99.0,282.0,340.0,Casio,8.5,32.0,7/7/2021,blue,33660.0
Panini Duo (Gray),Kitchen,89.99,49.0,880.0,Breville,8.75,154.0,1/28/2020,gray,79191.2
Sensei 310 (Brown),Mice,49.99,349.0,1151.0,SteelSeries,9.1,315.0,6/11/2022,brown,57538.490000000005
"Nova 9 (256GB, Orange)",Smartphones,450.0,0.0,600.0,Huawei,8.2,97.0,8/30/2022,orange,270000.0
K100 RGB (Red),Keyboards,229.99,246.0,1586.0,Corsair,9.15,747.0,12/12/2020,red,364764.14
"MacBook Air M1 (2020) (512GB, Yellow)",Laptops,1199.0,152.0,553.0,Apple,8.75,9.0,10/26/2024,yellow,663047.0
Lack Coffee Table (Blue),Furniture,49.99,0.0,776.0,IKEA,8.25,182.0,4/25/2024,blue,38792.24
Monopoly Board Game (Gray),Toys,20.0,243.0,1448.0,Hasbro,8.5,750.0,5/18/2022,gray,28960.0
"6-Series R648 (8K) (75"", Green frame)",TVs,2999.0,0.0,872.0,TCL,8.75,588.0,7/24/2023,green,2615128.0
Gear Fit2 Pro (White),Watches,120.0,246.0,657.0,Samsung,8.5,641.0,4/2/2024,white,78840.0
Pathfinder PAG240 (Purple),Watches,250.0,97.0,660.0,Casio,8.75,592.0,11/15/2023,purple,165000.0
"Slim Fit Suit Pants (Red, XL)",Clothing,49.99,384.0,1149.0,H&M,8.3,514.0,10/22/2021,red,57438.51
"Zoom Freak 3 (Red, EU 38)",Shoes,120.0,10.0,900.0,Nike,8.75,184.0,8/1/2024,red,108000.0
Magic Trackpad (Late 2022) (Red),Mice,149.0,195.0,892.0,Apple,8.75,175.0,10/29/2021,red,132908.0
Apex M750 (Black),Keyboards,139.99,0.0,1068.0,SteelSeries,8.7,361.0,1/27/2021,black,149509.32
"Suede Classic (Brown, EU 46)",Shoes,70.0,0.0,1277.0,Puma,8.25,669.0,3/1/2020,brown,89390.0
"Crewneck Sweatshirt (White, M)",Clothing,24.99,0.0,746.0,H&M,8.4,116.0,2/15/2022,white,18642.539999999997
"HeatGear Compression Shirt (Purple, M)",Clothing,30.0,141.0,1502.0,Under Armour,9.2,627.0,6/25/2025,purple,45060.0
"QuietComfort 45 (Wired, Green)",Headphones,329.0,0.0,1315.0,Bose,8.75,614.0,9/12/2021,red,432635.0
"Suede Classic (Green, EU 44)",Shoes,70.0,0.0,1128.0,Puma,8.75,385.0,12/8/2022,green,78960.0
Avance Collection Indoor Grill (Brown),Kitchen,250.0,365.0,1052.0,Philips,8.5,420.0,7/4/2025,brown,263000.0
N64 (Green),Gaming Consoles,120.0,0.0,2106.0,Nintendo,8.75,588.0,5/8/2020,green,252720.0
Pro Type Ultra (Yellow),Keyboards,159.99,370.0,1349.0,Razer,9.25,485.0,12/6/2025,yellow,215826.51
Kallax Shelving Unit (Black),Furniture,89.99,0.0,1517.0,IKEA,8.75,766.0,3/18/2023,black,136514.83
"Galaxy Tab S8 Ultra (512GB, White)",Tablets,1199.99,0.0,845.0,Samsung,9.25,147.0,10/2/2024,white,1013991.55
"Galaxy Tab S8 (1TB, Gray)",Tablets,1179.99,197.0,953.0,Samsung,8.7,407.0,10/21/2023,gray,1124530.47
DeathAdder V2 (Gray),Mice,69.99,497.0,1104.0,Razer,8.75,383.0,5/5/2024,gray,77268.95999999999
"Powerbeats Pro (Wireless, Red)",Headphones,199.95,14.0,1078.0,Apple,8.5,440.0,3/20/2020,red,215546.09999999998
Panini Duo (Red),Kitchen,49.99,268.0,1373.0,Breville,8.75,613.0,2/4/2023,red,68636.27
Clue (Red),Toys,20.0,248.0,835.0,Hasbro,8.75,100.0,3/16/2023,red,16700.0
G Pro Wireless (Green),Mice,129.99,389.0,736.0,Logitech,8.75,23.0,12/14/2025,green,95672.64000000001
XEGS (Gray),Gaming Consoles,150.0,141.0,640.0,Atari,7.5,45.0,10/27/2022,gray,96000.0
Watch Ultra (Gray),Watches,799.0,304.0,738.0,Apple,9.2,685.0,2/27/2022,gray,589662.0
Watch Series 8 (Brown),Watches,399.0,,498.0,Apple,8.75,315.0,3/7/2025,brown,198702.0
"UHD UN7300 (65"", Brown frame)",TVs,649.0,249.0,1296.0,LG,8.5,706.0,1/16/2021,brown,841104.0
NES (Green),Gaming Consoles,150.0,142.0,1606.0,Nintendo,8.5,366.0,11/27/2021,green,240900.0
"Galaxy S21 (128GB, Yellow)",Smartphones,649.99,329.0,1130.0,Samsung,8.7,492.0,10/16/2022,yellow,734488.7
Strandmon Wing Chair (Black),Furniture,279.0,269.0,1024.0,IKEA,8.5,394.0,8/17/2024,black,285696.0
Apex 100 (Gray),Keyboards,39.99,210.0,1106.0,SteelSeries,8.5,424.0,6/22/2021,gray,44228.94
"iPhone 7 (512GB, Green)",Smartphones,299.0,64.0,983.0,Apple,7.5,639.0,7/6/2023,green,293917.0
"MDR-7506 (Wireless, Black)",Headphones,150.0,168.0,1151.0,Sony,8.75,437.0,9/29/2020,black,172650.0
"Galaxy Tab A8 (64GB, Red)",Tablets,230.0,236.0,786.0,Samsung,8.2,231.0,6/14/2025,red,180780.0
Wii (White),Gaming Consoles,89.99,0.0,2315.0,Nintendo,8.75,682.0,2/7/2022,white,208326.84999999998
Nomad (Gray),Gaming Consoles,200.0,314.0,1208.0,Sega,7.5,410.0,8/13/2020,gray,241600.0
"Sportswear Club Fleece Joggers (Black, L)",Clothing,55.0,202.0,914.0,Nike,8.75,179.0,4/6/2020,black,50270.0
Venu 2 (Red),Watches,399.99,498.0,696.0,Garmin,8.75,695.0,2/9/2022,red,278393.04
"React Infinity Run (Orange, EU 44)",Shoes,160.0,281.0,843.0,Nike,8.75,121.0,10/17/2021,orange,134880.0
"iPhone 14 (64GB, Purple)",Smartphones,799.0,,1279.0,Apple,8.75,657.0,8/30/2023,purple,1021921.0
Fenix 6 (White),Watches,499.99,100.0,508.0,Garmin,8.75,347.0,3/27/2021,white,253994.92
"Sleepbuds II (Wired, Orange)",Headphones,249.0,327.0,1296.0,Bose,8.5,658.0,1/25/2020,red,322704.0
"Ignite Limitless (Yellow, EU 46)",Shoes,100.0,489.0,885.0,Puma,8.5,235.0,4/12/2023,yellow,88500.0
Hot Wok Pro (Yellow),Kitchen,129.99,240.0,1478.0,Breville,8.75,757.0,12/16/2020,yellow,192125.22
"Dunk Low (Orange, EU 39)",Shoes,110.0,33.0,1269.0,Nike,8.75,540.0,3/21/2024,orange,139590.0
"Ribcage Straight Ankle (Black, XXL)",Clothing,108.0,0.0,718.0,Levi's,8.75,4.0,7/11/2025,black,77544.0
Venu 2 (Purple),Watches,399.99,0.0,694.0,Garmin,8.5,762.0,2/14/2023,purple,277593.06
"Latitude 7400 (512GB, Orange)",Laptops,1299.0,246.0,878.0,Dell,8.5,420.0,5/12/2020,orange,1140522.0
