"id","imdb_id","imdb_score","imdb_votes","tmdb_score","tmdb_popularity"
"ts235655","tt10293938",7.5,45815,8.555,39.319
"ts84146","tt8962124",6.9,86631,7.995,42.991
"tm681578","tt10003008",5.7,30613,5.6,53.311
"ts221904","tt7909970",8.4,98384,8.1,20.378
"ts55762","tt6611916",8.3,44874,8.4,42.052
"tm369594","tt7939766",6.6,83093,6.6,17.61
"tm244149","tt1302006",7.8,376379,7.6,21.075
"ts100116","tt9908860",7.1,3034,7.2,23.841
"ts219101","tt10875696",7.4,14895,7.7,22.746
"ts87453","tt9612516",6.7,63379,6.6,21.173
"ts222988","tt11904786",8.6,5846,7.9,5.852
"ts235758","tt10062292",7.8,47000,8.183,47.843
"tm496322","tt8936646",6.7,196105,7.4,51.91
"ts224901","tt9698480",7.3,48298,7.4,11.603
"tm863808","tt12888462",8.1,52771,8,19.276
"tm827638","tt9016974",6.2,29455,6.3,13.498
"ts84633","tt8788458",8.3,36018,8.843,42.367
"tm460124","tt8949056",6.1,15155,6.4,41.666
"ts88379","tt9139220",6.8,45971,7.142,25.177
"tm824398","tt8228288",7,213699,7.003,47.725
"tm911973","tt7846844",6.6,162511,7.3,22.461
"ts249891","tt9174536",7.4,8829,7.5,9.22
"tm849003","tt7556122",6.6,158247,7.2,20.588
"ts89564","tt8923854",6.5,29318,7.1,30.795
"tm845489","tt8508734",6.5,39988,6.5,27.065
"tm403709","tt7653254",7.9,298303,7.8,28.268
"ts224303","tt11755260",7.2,1331,8.6,121.132
"tm362198","tt3387520",6.2,74754,6.5,36.326
"tm368699","tt7395114",7.1,122321,7.3,22.872
"tm828369","tt10189300",7.4,3257,7.4,6.869
"tm502532","tt8258074",7.4,8430,7.3,9.263
"tm417392","tt7984766",7.2,124438,7.2,25.987
"ts219660","tt10795658",7.6,49446,8.2,71.018
"ts57213","tt6905690",8.4,24419,7.8,23.53
"ts82913","tt7137906",8.9,116560,8.2,20.965
"tm414584","tt1206885",6.1,96740,6.5,88.199
"ts221200","tt10970552",7.3,99047,7.8,29.636
"tm817504","tt7541106",5.8,12397,6.1,15.943
"tm412937","tt7052494",4.4,1996,5.6,8.786
"ts237107","tt9077540",7.3,17689,7.9,17.137
"tm456156","tt6560164",5.8,8191,6.5,12.174
"tm943790","tt6841122",7,6827,7.6,9.77
"tm239927","tt5431890",7.3,46901,7.249,13.217
"ts89210","tt9059350",6.8,30243,7.9,45.891
"tm919961","tt11161474",7,48664,7.098,10.502
"tm427335","tt8781414",6.7,35021,6.8,56.909
"tm431321","tt8688634",6.6,65845,6.7,29.285
"tm417553","tt8106534",6.1,172083,6.327,68.45
"tm821789","tt10618286",6.8,72295,6.8,13.068
"tm834851","tt9893250",6.3,129321,6.6,30.192
"ts223210","tt11318602",8,51559,7.7,13.548
"ts223548",NA,NA,NA,8.3,27.366
"tm827648","tt9243946",7.3,216847,6.91,42.566
"tm460948","tt7374948",6.8,55686,6.6,11.434
"ts107724","tt8879894",7,5902,6.846,7.002
"tm847085","tt11464826",7.6,80916,7.5,20.38
"tm494295","tt8855960",6.8,2445,6.9,6.099
"tm916405","tt3833480",6.8,32952,6.9,31.294
"tm823545","tt5919756",5.4,3612,5.4,5.746
"ts90448",NA,NA,NA,10,1.96
"tm244207","tt1488606",6.4,125883,6.3,28.54
"tm849004","tt8580274",6.5,92086,6.4,10.817
"ts218802","tt11056808",6.4,3491,6.9,6.904
"ts287836","tt10919486",7.1,31559,7.5,22.983
"tm423666","tt7605074",5.9,30297,6.4,25.187
"tm818266","tt10521092",7.1,27275,7.2,33.974
"ts225651","tt10098620",7.5,10690,7.4,9.986
"tm813695","tt10362466",5,30522,7.251,236.101
"tm448792","tt8110640",6.2,52206,6.2,23.952
"tm1121246","tt6259380",6.1,39469,6.2,18.193
"ts222439",NA,NA,NA,8.8,59.917
"tm447963","tt4332232",6.4,72478,6.7,35.497
"ts104401","tt9251798",7.5,36863,8.067,118.364
"tm832345","tt10886166",3.3,84940,7.044,48.792
"ts304505","tt11704040",6.1,7863,7.7,1.4
"ts103702","tt9359220",6.9,11377,7.1,72.638
"ts88577","tt9827854",7.5,36052,7.6,11.855
"ts85398","tt9253866",9.3,42259,8.8,19.942
"ts91039","tt10359446",8.2,5107,7.8,7.305
"ts257301","tt13322572",6.6,705,7,19.64
"ts95997","tt7826108",7.1,14799,7.8,33.326
"tm428856","tt6292852",6.7,89926,6.696,20.904
"tm983787","tt8784956",5.4,54279,5.753,155.235
"tm840196","tt1070874",7.7,173103,7.8,15.07
"ts223530",NA,NA,NA,8.6,69.734
"tm455636","tt0800325",6.9,48445,7.518,15.86
"ts82912","tt7423538",7.2,54291,7.8,35.227
"tm824331","tt8707922",5.3,16421,6.553,12.579
"ts84663","tt7971476",7.5,22182,7.4,14.713
"tm441231","tt1618434",6,124599,6.2,22.376
"tm843444","tt9777644",6.5,50520,6.6,16.232
"tm832916","tt10539608",5.6,82362,5.8,22.231
"ts242210","tt11841276",7.1,466,7.9,4.435
"ts221016",NA,NA,NA,8.4,24.305
"ts221749","tt11147852",8.1,8262,8.6,23.072
"ts86165","tt8778064",7,28647,7.7,21.138
"ts225522","tt7607544",8,76083,7.9,15.173
"ts116814","tt19354884",7.4,5174,7,9.883
"ts246072","tt9184986",7.2,23709,7.396,37.819
"tm458553","tt8169446",5.4,21213,5.5,11.397
"ts218569","tt10681222",7.6,6288,7.4,10.08
"tm886464","tt9619798",5.7,39237,6.2,31.686
"ts235672",NA,NA,NA,6.3,11.259
"tm417416","tt6472976",7.2,63916,8.3,86.377
"tm439163","tt9173418",4.7,17048,6.017,29.249
"tm426428","tt4126476",5.2,53460,7.166,238.494
"ts84661","tt8210856",5.8,29864,7.4,30.279
"tm441232","tt8075260",6.1,22277,6.4,14.238
"ts220751","tt10872880",6.7,289,7.2,13.663
"tm450262","tt9056818",7.7,5800,7.7,5.855
"ts83082","tt8880894",7.2,30624,6.8,9.447
"ts113842","tt8001106",7.8,14008,7.7,14.215
"tm435520","tt8404614",7.6,122069,7.5,11.465
"tm443615","tt2235695",6,41232,6.3,11.042
"tm432765","tt8426594",5.5,8242,5.6,10.601
"ts129445","tt5952634",7.9,41237,7.6,16.993
"tm456436","tt9684220",6.5,24537,6.1,73.507
"ts241486","tt14033496",6.9,563,6,1.4
"tm470240","tt9683478",6.9,36576,7.2,17.948
"tm458585","tt8526872",7.2,60334,7,11.036
"tm678022","tt10161886",5.9,26197,6.2,1.596
"ts237560","tt12312250",7.1,23816,7.2,9.369
"ts269397","tt13624584",7.3,105,4,10.114
"tm361746","tt5690870",6.6,10357,7.3,17.715
"ts105825","tt11073588",7.1,13467,6.8,11.145
"tm821143","tt10514222",6.9,50988,6.7,10.662
"ts113506","tt7949606",7.3,8248,7.4,9.163
"tm453862","tt10530176",7.1,30772,7.6,33.987
"tm849022","tt6772802",6.7,41469,6.8,12.825
"ts89339","tt9817298",6.4,6217,7,8.686
"ts88909","tt9680524",6.8,2095,7,5.621
"ts103133","tt9446688",7.5,58674,8.2,27.985
"tm358770","tt6127004",5.3,22454,6.022,17.062
"ts83491","tt20873518",6.3,15243,6.6,19.664
"tm420826","tt1860242",6.9,89893,6.7,14.256
"ts281928","tt9642938",7.3,9492,7.8,18.654
"tm372066","tt6418778",6,6276,6,8.954
"ts223981","tt11426660",8.1,6271,7.4,8.36
"ts89014","tt9628244",7.1,1282,8.2,12.626
"ts83657","tt8295472",6.7,27943,7.9,27.883
"tm499045","tt8615822",5.2,14219,6.5,16.63
"tm836438",NA,NA,NA,6.4,39.006
"ts250997","tt12585152",8,6586,7.8,17.742
"tm444017","tt2481498",6.7,92156,7,19.891
"ts215012","tt10482560",8.3,5618,8.4,24.191
"tm433462","tt8058874",5.2,10483,5.5,8.183
"ts103329","tt9466298",6.2,2397,6.5,11.482
"tm927718","tt6060444",6.3,4341,6.9,4.665
"ts215683","tt10554898",8.8,6181,8.5,30.895
"tm548602","tt9398640",6.1,32036,6,12.486
"ts236531","tt12004280",4.6,12230,6.8,20.633
"tm325325","tt7455754",7.8,19942,7.4,11.211
"tm845484","tt11394180",7.4,6511,7.4,7.932
"tm332071","tt7043012",5.7,60629,5.3,16.079
"ts80709","tt8369840",5.2,35536,6.1,56.037
"ts256007","tt10888876",7.4,7896,7.3,13.59
"ts86908","tt7555294",6.1,7000,7.3,21.788
"ts105441","tt9103932",8.7,8622,8.6,7.929
"ts227305","tt11823076",7.5,77790,7,9.63
"tm943774","tt12829958",5.4,6035,7.2,9.583
"ts88469","tt7263154",7.8,17005,8,17.659
"tm824488","tt11973834",8.6,25,NA,0.664
"tm428557","tt5868244",6.3,49391,6,10.319
"tm878333","tt11819890",6.4,1942,7.027,110.86
"tm893480","tt7550000",6,86407,6.5,22.48
"tm413660","tt4687108",5.4,55276,5.5,15.188
"ts284800","tt9860676",7.6,18213,7.429,12.302
"tm820190","tt10620868",6.3,38313,7.3,58.967
"tm853953",NA,NA,NA,6.3,21.871
"ts88262","tt7371896",6.6,3130,6.8,4.526
"ts286390","tt9415632",7.6,1868,8.4,52.228
"ts224907","tt12516712",7.4,2216,7.5,29.819
"ts161737","tt2983222",6.6,5254,7.9,15.001
"ts225867",NA,NA,NA,7.7,13.746
"ts187541","tt10220588",8.2,8405,8.7,32.042
"tm464662","tt5807330",7.1,3074,6.7,2.637
"tm455568","tt8041276",7.1,13791,7,7.339
"ts88283","tt8652642",6.4,12921,7.3,15.475
"tm471967","tt3111426",6.1,21588,6.1,12.547
"tm447788","tt9412098",7.2,45728,6.9,9.805
"ts215341",NA,NA,NA,8,10.495
"tm361998","tt7458762",6.9,17468,7.6,15.545
"ts105047","tt9151230",7.2,12713,7.5,13.757
"tm451078","tt8856470",5.7,5475,6.7,146.188
"tm414341","tt4995776",6.6,28051,6.9,14.205
"ts215691","tt10584608",7.6,11426,7.9,16.492
"tm450375","tt7777196",5.3,3365,5.3,2.821
"ts90729","tt8787802",6.6,23787,6.8,16.426
"tm437221","tt1759744",5.9,4474,5.9,11.349
"tm845496","tt8923484",7.7,7428,7.3,10.547
"ts242820","tt12370124",5.3,2429,7.8,9.617
"ts288350","tt14337216",8.4,9725,8.584,13.926
"tm449105","tt4139588",6.3,88281,6.3,30.208
"tm418847","tt7315484",5.3,44818,6.04,35.51
"ts89744","tt9184994",7.9,31516,8.3,26.381
"ts82361","tt8699270",6.8,2089,7.1,30.084
"tm498803","tt8629748",6.2,86593,6.545,21.502
"tm819950","tt10516984",NA,NA,7.4,7.375
"ts250801","tt12540080",6.5,7420,7.3,122.06
"tm315255","tt2076298",7,31692,7.2,19.541
"ts223986","tt9581768",7.2,6901,7.7,7.905
"tm853783","tt11989890",8.9,31625,8.5,15.935
"ts216522","tt11043632",7.7,9782,8.7,66.572
"ts82851","tt7671598",7.6,42667,7.4,19.659
"tm411750","tt8328716",3.7,9281,4.9,29.955
"ts252758","tt10834478",5.4,1506,6.7,6.857
"ts84993","tt12374132",6.6,19654,7.3,18.304
"ts224859","tt11600174",7.7,7261,8.4,3.063
"tm469991","tt9806192",7.5,32380,7.5,11.079
"tm877681","tt11771594",NA,NA,6.3,50.358
"tm434553","tt3547306",4.8,2594,6.6,10.445
"ts255427",NA,NA,NA,8.1,27.566
"ts269690","tt13607518",7.3,1086,7.3,1.4
"tm428558","tt8128188",6.2,8616,5.7,7.304
"tm927037","tt4779326",5.4,3880,6.2,13.201
"ts88699","tt8462412",6.9,4202,7,9.477
"ts223240","tt11239552",8.2,12780,8.5,36.591
"tm884511","tt4257940",6.1,4739,7,7.282
"tm285317","tt3256226",4.7,34180,4.9,25.116
"tm817709","tt9067182",7.4,4711,6.7,7.28
"tm845512",NA,NA,NA,5.6,14.15
"tm824477","tt7488208",6.3,22034,7.3,75.251
"tm927480","tt8618654",8.2,6736,8.1,6.272
"ts88151","tt8686106",7.5,21276,7.3,16.469
"tm444247","tt5795282",7.6,1580,6.5,4.764
"tm355783","tt5294518",5.8,35214,6,31.78
"tm449195","tt7533152",7.6,37527,7.9,35.031
"tm925486","tt9624766",2.9,8693,5,96.709
"tm934040","tt12987894",7.2,27193,7.3,11.309
"ts225101","tt12867810",8.1,9697,8.4,32.075
"ts79695","tt8165086",6.6,1172,8.2,42.611
"tm469193","tt10199586",6.7,9405,6.7,11.349
"ts223404","tt12451520",8.6,22346,8.6,50.095
"ts89075","tt9899340",7.7,3826,7.933,14.707
"ts268799",NA,NA,NA,7.4,15.497
"ts237499",NA,NA,NA,7.1,6.208
"tm420455","tt8179388",5.2,23987,6,22.933
"ts236747","tt12027034",8.6,5310,8,2.329
"tm925584","tt9794630",5.7,10378,6,13.281
"tm914535","tt5616176",6.2,3801,7.7,16.578
"ts90019","tt7718088",7.1,16027,7.4,19.49
"tm423140","tt8836988",6.5,15685,6.8,17.407
"tm348403","tt6193408",6.8,13485,6.93,16.792
"ts87364","tt8463172",7.8,27439,7.6,14.137
"tm878842","tt11863046",6.6,2422,6.8,7.7
"tm453099","tt9577852",7.6,6730,7.2,9.859
"tm446176","tt9351980",7.4,21694,7.2,12.978
"ts250912","tt12588372",7.1,7354,6.9,10.282
"ts219162","tt10837476",7.9,10892,7.5,6.426
"tm316311","tt6834140",5.9,10368,6.1,10.195
"tm375883","tt4729430",8.1,143737,8.3,20.85
"ts268560","tt13273826",8.1,6033,8.8,28.255
"ts306090","tt11680468",7.9,4902,7.6,13.641
"tm974366","tt10600398",4.7,14759,6.2,72.986
"tm443179","tt3907584",6.5,28355,7.7,81.765
"tm498034","tt8704802",6.7,5448,6.6,8.213
"tm446609","tt9358204",7.1,22838,6.9,15.376
"ts105542","tt9164986",7.3,4270,8.1,8.545
"ts83107","tt7403736",6,13745,7.7,19.7
"ts251782","tt12759400",7.4,7912,7.6,13.282
"tm810547","tt12792418",6.7,6747,6.9,61.796
"tm919864","tt11423784",7.1,2567,6.8,3.49
"ts88721","tt9381622",7.6,9434,6.7,6.88
"ts89347","tt10050778",7.9,2760,7.9,4.101
"ts236091","tt12324660",7.2,213,7,4.131
"tm827508","tt10199914",6.8,15376,6.8,11.082
"tm845415","tt11388580",7.4,19482,7.9,16.672
"ts89747","tt8961508",6.8,7359,7,20.911
"ts81646","tt7949204",6.4,8455,6.8,13.586
"tm822246","tt10642834",7.2,5003,6.9,11.646
"ts108392","tt8741648",5.9,7468,7.1,8.039
"ts236685",NA,NA,NA,5.2,5.086
"ts227385",NA,NA,NA,7.6,30.394
"tm948128","tt10731386",7.1,1960,7.1,8.723
"ts222455","tt11165002",7.6,13370,7.2,6.571
"tm828069","tt4460792",6.8,5649,6.4,6.1
"tm935309","tt9387250",4.7,8139,5.6,92.324
"ts106536","tt9073958",6.6,16768,6.8,14.393
"tm458467","tt9026184",4.7,10005,5.3,10.168
"ts84586","tt9117054",7.6,14066,8.1,14.067
"ts89251","tt7087260",7.4,7930,7.5,10.445
"ts90937","tt4878488",7.5,9327,6.8,8.085
"ts86978","tt8022978",6.5,602,9.7,1.802
"tm426638","tt5859882",5.7,3823,6.9,8.037
"tm852996","tt11604750",6.4,80,8,4.5
"ts87471","tt11405390",7.2,2440,7.86,14.208
"tm464557","tt8201170",5.8,38796,6.5,51.174
"ts86946","tt7043380",5.7,3041,5.9,8.783
"ts86726","tt8115560",6.6,3568,6.8,4.47
"tm554944","tt5096470",5.5,20412,5.66,10.708
"tm845437","tt8637504",8.2,5421,8.2,13.019
"tm463385","tt6256978",6.5,2331,6.2,4.842
"tm856375","tt10307440",6,8782,6.2,7.679
"tm822907","tt10016704",6.8,1062,6.6,4.824
"tm952590","tt9264728",4.3,8290,5.4,35.418
"tm918706","tt10888708",5.6,10399,6.5,9.88
"tm910040",NA,NA,NA,4.3,1.692
"ts243036","tt9421868",6.9,4505,7.5,45.91
"tm831061","tt10370932",7.8,2207,6.9,1.418
"ts271247","tt10332322",6.7,194,7.4,7.24
"ts255926","tt1758589",7.5,16978,8.2,16.738
"tm827216","tt10847306",8.1,10979,7.3,6.16
"ts76382","tt7042146",7.9,5744,8.1,16.916
"ts89282","tt8693266",6.5,7526,7.7,23.996
"tm497383","tt6468740",6.2,9698,6.7,11.893
"tm475252","tt6937368",7.1,2666,6.8,1.422
"tm887450","tt11994750",7,4230,7,4.929
"ts321758","tt8523042",8.2,7982,8.475,29.264
"tm898474","tt10675724",5.3,6892,5.817,11.418
"tm852097","tt11958344",6.7,9818,8,64.583
"tm471878","tt2197936",6.5,3232,7.2,8.184
"tm827142","tt10810424",8.4,26075,7.646,7.885
"ts256309","tt13316746",7.9,6318,7.5,4.316
"ts219080","tt11398870",8.2,18134,7.3,12.662
"ts256764","tt13375866",8.2,1475,8.6,7.437
"tm828317","tt10915286",7.6,14466,7.5,6.542
"ts251157",NA,NA,NA,8.303,27.027
"tm918734","tt8846176",6.3,8660,6.2,8.139
"tm818502","tt9063902",7.2,6588,7.5,14.209
"ts223308","tt10675488",6.9,598,7.2,1.4
"tm926004",NA,NA,NA,7,56.526
"tm490222","tt9261218",6.4,5588,6.1,8.757
"tm467579",NA,NA,NA,6,20.86
"ts215178","tt10473150",7.4,6723,8,9.697
"ts213820","tt10394770",7.3,3646,8,4.72
"ts89326","tt10027990",6.6,1196,6.5,5.056
"ts223759","tt11475228",7.4,16934,7.4,7.173
"tm452826","tt5125894",6,6274,6.6,9.696
"tm928541","tt12767498",5.5,474,7.3,79.617
"tm858954","tt11240506",4.9,11603,5,91.502
"tm845549","tt9098928",7.5,835,7.2,2.638
"tm432022","tt8652818",8.3,6099,8.5,19.795
"ts192440","tt10095402",7.4,287,10,0.699
"ts225912","tt9849210",6.8,9577,7.5,11.461
"ts93066","tt9067020",4.6,16918,5.66,16.064
"tm475783","tt10377036",7.3,1049,7.1,2.53
"ts219561","tt10810430",8,5312,7.8,9.751
"tm452851","tt8000718",5.7,6250,5.7,18.028
"ts85480","tt8107988",7.8,2038,7.4,9.913
"ts89958","tt8750956",8.3,4351,8.114,16.156
"ts88485","tt4651448",8.1,2631,8.6,13.878
"ts252856","tt12930534",7.8,6927,7.1,14.707
"tm465724","tt8743064",5.2,10725,5.6,7.583
"tm849005","tt5206260",6.3,18662,7.1,22.543
"ts225787","tt11833494",7.2,3446,7.4,4.465
"ts254592","tt13110256",7.4,776,8,1.366
"ts218500","tt10687134",5.9,314,7,10.237
"tm451512","tt5316540",5.7,24755,5.82,17.405
"ts224796","tt9690302",6.2,739,7,7.036
"tm369389","tt8099236",8,2096,8.2,9.886
"tm933375","tt9196192",3.4,30338,5.3,10.271
"ts251420",NA,NA,NA,7.226,7.627
"tm471922","tt9632590",5.6,5045,5.6,16.345
"tm465231","tt9861504",7.6,1835,7.5,2.578
"tm922788","tt11024272",5.8,38684,6.4,83.924
"ts87473","tt9348718",6.3,1420,8,32.402
"ts89881","tt8403536",7.1,6857,7.7,7.974
"ts251654",NA,NA,NA,7.3,9.125
"ts237751","tt12508898",8.4,1118,8.5,8.164
"ts104449","tt9308682",7.5,6128,7.1,19.173
"tm827501","tt9252508",5.2,23452,6.4,25.358
"tm936236","tt11284280",5.1,9860,5.6,39.028
"ts251067","tt8690518",7.3,3966,8,29.598
"ts225328",NA,NA,NA,7.9,20.057
"ts223344","tt10075318",7,21802,7.7,16.327
"ts214861","tt10487072",5.2,2728,7.3,15.251
"tm120072","tt1950235",5.8,21828,6.101,14.599
"ts93054","tt9134194",7,10725,8.089,17.648
"tm936396","tt9866072",6.1,63070,7.1,13.344
"tm676311","tt10303430",5.5,8368,7,9.633
"tm464351","tt7456312",4.3,15238,4.9,12.128
"tm493175","tt9015306",7.5,1732,7.5,4.222
"ts237513","tt12313914",6.1,4546,6.8,20.607
"ts87986","tt8509922",7.6,2107,7.3,4.747
"ts252098",NA,NA,NA,7.1,5.557
"ts93611","tt8826128",6.1,10961,6.8,8.382
"ts85619","tt8575476",6.5,1638,6.6,14.23
"tm283581","tt7822432",8.4,13680,7.8,7.084
"tm447439","tt8535968",7.8,12874,7.7,10.356
"tm885775","tt10324166",6.9,5376,6.4,8.317
"ts100359","tt9850952",5.9,4203,6.7,9.85
"ts235862","tt12458252",7.8,109,8,15.464
"ts105608","tt9170386",5.6,560,7.1,6.19
"ts93482","tt8914012",7.2,1358,8.4,13.206
"tm835486","tt10971520",5.8,1291,5.9,3.462
"ts103360","tt9460858",6.8,3506,7.1,21.052
"ts236501","tt9731288",6.5,5701,7.5,24.53
"ts256784",NA,NA,NA,7.8,6.731
"tm511940","tt7558302",5.4,5818,6,20.588
"tm837756","tt4323594",7.3,7918,7.7,17.342
"tm460829","tt9850064",6.5,2850,7.2,17.945
"tm853396",NA,NA,NA,7,35.14
"ts106126","tt9050352",7.6,4560,7.4,10.26
"tm877456","tt11753730",7.4,238,6.8,1.777
"ts190462","tt10037034",7.3,2697,7.8,3.205
"tm459512","tt9354842",6,37471,6.898,38.468
"ts225430","tt12246190",8,2073,8.286,7.735
"ts218888","tt12013558",7.2,2605,8.4,18.263
"tm847998","tt10682266",5.2,48575,6,18.454
"ts88352","tt10340990",8.1,1274,8.4,7.252
"tm931686","tt8976576",5.6,9815,5.9,11.147
"ts237096","tt11963042",7.1,3172,7.3,2.792
"ts83810","tt5066664",6.6,1200,6.4,4.263
"tm461366","tt6445414",6.2,10749,6.2,9.345
"tm467299","tt10050780",7.2,3605,7,4.278
"ts254537","tt12987918",7.5,3673,7.4,13.922
"ts86413","tt8404094",7.4,8129,7.7,10.486
"ts252341","tt12917170",7.8,1006,7.9,3.433
"ts90413","tt9636800",6.4,173,7,10.686
"ts275111","tt13488080",5.8,141,9.8,2.632
"ts87008","tt8304498",7,7431,7.2,5.235
"tm855600","tt7970348",4.7,3439,5.6,7.135
"tm503508","tt8178486",5.9,14519,5.9,10.326
"tm824165","tt9860752",5.6,19559,6.529,19.061
"tm425698","tt7645780",5.8,5678,5.7,6.608
"tm446625","tt9358200",7.4,1771,7.4,4.877
"ts254045",NA,NA,NA,7.5,8.927
"ts225716","tt10423460",7.4,4051,7.3,12.624
"ts88312","tt7322210",7.1,2926,6.6,8.046
"ts222917","tt11313054",6.4,2020,6.2,1.443
"tm918701",NA,NA,NA,6.5,33.329
"tm850723","tt9310328",6.5,6127,6.5,81.179
"tm855483","tt12133722",6.8,7707,6.9,12.231
"ts101408","tt9731242",6.7,9053,6.916,27.981
"ts189629","tt10291112",7.6,581,6.6,1.923
"ts215378","tt10516352",7.5,14206,8.1,14.642
"tm475836","tt10376068",NA,NA,6.2,6.171
"tm524282","tt6739816",7.4,5796,7.6,10.288
"tm857051","tt10187680",6.8,5124,6.6,5.848
"ts223126","tt11307176",7.4,8984,7.3,4.44
"ts90621","tt9432978",9.1,69316,8.3,9.584
"tm451548","tt8676426",6.5,1838,6.5,3.501
"ts223077",NA,NA,NA,7.3,2.361
"tm469008","tt8861802",3,1123,6.6,17.294
"tm816038","tt10477558",7.4,4692,8.2,21.408
"ts357033",NA,NA,NA,8.4,73.064
"ts236725","tt12190580",8.6,2311,6.8,6.268
"tm812916","tt10404944",6.9,10013,7.479,100.742
"ts255880","tt13161310",5.6,1101,7.6,8.584
"ts113637","tt8035424",7.1,2127,7.4,7.573
"tm845535","tt11394170",6.7,2311,7.3,3.365
"tm447159","tt6515910",6.4,3747,6.5,8.158
"ts89119","tt9879074",6.6,10691,6.8,6.571
"ts251617","tt12753692",7.5,1724,8.2,4.812
"ts103890","tt9332962",8.1,804,8.8,7.564
"tm938793","tt9185316",6.5,2296,6.9,15.377
"tm897732","tt19363230",5.8,2723,7.1,12.91
"ts225460",NA,NA,NA,7.4,11.518
"tm924991","tt1830643",4.4,6176,5,36.207
"ts277126","tt13660638",6.7,1834,7.3,4.268
"ts110703","tt8367694",6.4,1420,6.9,3.167
"ts84129","tt9039142",5.9,2920,7.1,11.386
"tm893799","tt10456740",6.3,9479,6.7,12.144
"ts237104","tt11958648",6.8,4100,7,7.172
"tm430171","tt8819596",7.1,1713,6.2,4.692
"tm848996","tt8902948",6.6,3589,6.9,6.618
"tm846964","tt11390036",5.8,15341,7.091,13.235
"tm902330","tt6508228",5.5,9953,6,37.368
"tm450478","tt6251390",5.4,1031,5.9,4.634
"ts89583","tt9814900",7.5,2983,7.3,12.449
"ts238242","tt12624844",7.3,2561,7.3,22.871
"tm826563","tt10326928",5.3,NA,6.4,22.154
"tm500565","tt8431078",4.4,2875,4.6,6.446
"tm887369","tt12117854",6.7,5128,6.2,4.296
"tm844642","tt11269704",7.2,1621,6.8,3.234
"tm981451","tt13567480",6.8,38522,6.6,10.954
"tm822832","tt8943224",6.5,698,6.1,2.528
"ts236051","tt12048124",7.4,765,7.1,3.051
"tm680024","tt10260638",6.1,100,NA,NA
"tm678851","tt10324144",8.2,33033,7.7,6.181
"tm935895","tt10627584",6.8,14170,6.7,13.394
"tm855535",NA,NA,NA,6.9,12.908
"tm893816","tt10050362",5.2,10269,6.1,8.691
"ts223238","tt11058644",7.6,2511,8.6,24.845
"ts88296","tt8404520",5.7,4389,6.9,7.928
"ts86744","tt9130542",8,5278,8.076,15.982
"ts106141","tt9048368",5.7,701,8.2,7.873
"tm860965","tt11569640",7.4,2179,7.3,5.378
"tm371882","tt7843530",NA,NA,8,6.397
"tm890674","tt12221748",6.8,6349,7.5,9.982
"ts189422","tt10069398",7.7,13794,7.3,8.298
"tm447520","tt9482786",7,1324,6.4,2.991
"tm977997","tt13411948",5.2,160,5.8,18.41
"ts89028","tt9398466",8.5,19158,8.2,11.392
"ts187070","tt10302548",6.5,512,7,13.06
"ts252122","tt12929796",5.7,931,10,0.6
"ts111206","tt8322592",5.7,1467,6.946,57.899
"ts90995","tt10243640",7.6,524,8.7,2.626
"tm812998","tt10431500",8.2,47771,8.3,65.548
"ts223192","tt11769304",8.8,5099,8.983,27.612
"ts254600","tt12930602",7.4,1395,6.8,8.281
"tm857430","tt9345754",6.4,17289,6.3,8.774
"ts226588","tt11823088",5.7,4055,6.4,3.447
"ts242244","tt12031040",6.4,2992,7.3,11.82
"ts268608","tt13492374",7.1,9461,6.9,4.87
"ts189405","tt10243692",7.6,1711,7.6,3.109
"tm452573","tt9426212",7.2,1830,6.8,5.845
"ts254916","tt13148876",6.6,1637,8.8,4.845
"tm834664","tt10952752",6.1,1669,6.6,4.226
"ts251028","tt13175760",6.3,512,7.9,4.759
"ts103213","tt9426290",5.9,1240,7.5,2.243
"tm493511","tt8902990",7.5,8664,7.8,6.395
"ts268508","tt13464340",6.5,3596,6.8,12.757
"ts92547","tt9244578",7.9,22274,7.2,14.297
"ts88744","tt2499764",7.6,1766,7.4,1.065
"tm883441","tt12078990",7.4,3482,7.5,43.094
"tm847430",NA,NA,NA,7.4,19.969
"tm922532","tt12875782",5.4,5809,5.7,11.865
"ts221293",NA,NA,NA,8.47,32.989
"ts217719","tt10698408",7.4,623,8.3,3.315
"ts226602","tt11958942",7,3298,7.4,4.32
"ts255104","tt13070478",6.4,466,5.8,7.534
"tm885860",NA,NA,NA,7.5,4.485
"ts101060","tt9770286",6.4,4542,6.6,4.855
"ts222367","tt11053220",6.2,2687,6,8.768
"ts86365","tt9348716",8.2,1616,7.4,8.237
"tm453850","tt11777040",6.3,5621,7.2,14.681
"ts91124","tt9145880",6.8,5534,8.5,106.624
"ts222634","tt11131980",7.7,2024,7.6,3.534
"ts223589","tt11390530",6.9,3215,6.6,63.817
"tm472195","tt8739582",5.7,1133,6.4,4.298
"ts317497","tt9731222",6.5,2152,6.5,11.332
"ts256783","tt12409154",7.1,1415,6.3,8.238
"tm455059","tt7903530",5.2,4181,6.9,17.605
"tm893680","tt12357266",5.4,469,5.6,3.871
"tm888080","tt1552211",3.7,11465,6.7,9.916
"tm854669","tt11738792",7.4,3791,7.266,4.627
"ts222933","tt11269714",7.4,2952,7.6,3.312
"ts223982","tt11434862",2.4,149,2.8,1.727
"ts89876","tt8164794",6.5,3179,6.2,3.871
